Species,circRNA name,circAltas ID,Postion,Strand,Host gene,Disease Name,Expression Pattern,PMID,miRNA
human,circRNA-100438,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=N/A"" target=""_blank"">N/A</a>",Breast cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29431182"" target=""_blank"">29431182</a>",N/A
human,circRNA120,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chrX:120439076|120441894,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP2"" target=""_blank"">LAMP2</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA167,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chrX:154350909|154368090,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA"" target=""_blank"">FLNA</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA2918,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr15:60355919|60382441,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2"" target=""_blank"">ANXA2</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA3046,"<a href=""./circ_detail.php?ID=hsa-NLGN1_000004"">hsa-NLGN1_000004</a>",chr3:173322068|173322881,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=NLGN1"" target=""_blank"">NLGN1</a>",Herpes Simplex Virus1 Infection,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA3341,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr14:102083034|102086378,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1"" target=""_blank"">HSP90AA1</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA3594,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr19:58392976|58393487,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS5"" target=""_blank"">RPS5</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA3683,"<a href=""./circ_detail.php?ID=hsa-STX6_000010"">hsa-STX6_000010</a>",chr1:180945254|180962561,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=STX6"" target=""_blank"">STX6</a>",Herpes Simplex Virus1 Infection,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29972822"" target=""_blank"">29972822</a>",N/A
human,circRNA3703,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr18:23901127|23907935,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA3"" target=""_blank"">LAMA3</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>","miR-1229-5p,miR-1301-3p"
human,circRNA3706,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr18:23909153|23939386,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA3"" target=""_blank"">LAMA3</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA3707,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr18:23943788|23946284,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA3"" target=""_blank"">LAMA3</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA378,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr13:113309643|113309862,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1"" target=""_blank"">LAMP1</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA4406,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:39005257|39009106,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Lung cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29207642"" target=""_blank"">29207642</a>",mir-582-5p
human,circRNA4628,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr7:55142286|55165437,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"" target=""_blank"">EGFR</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA4882,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:242254722|242255025,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=-"" target=""_blank"">-</a>",Lung cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29207642"" target=""_blank"">29207642</a>",N/A
human,circRNA5669,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr5:136046851|136062687,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBI"" target=""_blank"">TGFBI</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",miR-130a-3p
human,circRNA666,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:103938340|103939625,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1"" target=""_blank"">HSP90B1</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA6783,"<a href=""./circ_detail.php?ID=hsa-SIPA1L1_000014"">hsa-SIPA1L1_000014</a>",chr14:71880665|71933964,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L1"" target=""_blank"">SIPA1L1</a>",Herpes Simplex Virus1 Infection,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7231,"<a href=""./circ_detail.php?ID=hsa-KHDRBS1_000001"">hsa-KHDRBS1_000001</a>",chr1:32502511|32504220,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS1"" target=""_blank"">KHDRBS1</a>",Herpes Simplex Virus1 Infection,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7534,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:160107679|160107845,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6"" target=""_blank"">ITGB6</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7535,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:160123791|160126601,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6"" target=""_blank"">ITGB6</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7536,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:160169212|160196420,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6"" target=""_blank"">ITGB6</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7537,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:160196216|160199258,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6"" target=""_blank"">ITGB6</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7673,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:215371909|215379317,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"" target=""_blank"">FN1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7674,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:215373322|215391814,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"" target=""_blank"">FN1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7675,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:215386689|215399351,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"" target=""_blank"">FN1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7676,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:215397137|215410114,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"" target=""_blank"">FN1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7679,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:215407127|215428338,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"" target=""_blank"">FN1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA7752,"<a href=""./circ_detail.php?ID=hsa-ASPH_000030"">hsa-ASPH_000030</a>",chr8:62489331|62496588,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPH"" target=""_blank"">ASPH</a>",Herpes Simplex Virus1 Infection,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA8505,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:183114531|183115637,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC1"" target=""_blank"">LAMC1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA8506,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:183133406|183135156,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC1"" target=""_blank"">LAMC1</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA8507,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr1:183232187|183238421,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC2"" target=""_blank"">LAMC2</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA8924/hsa_circ_0141539,"<a href=""./circ_detail.php?ID=hsa-C1orf116_000001"">hsa-C1orf116_000001</a>",chr1:207200839|207201024,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf116"" target=""_blank"">C1orf116</a>",Cervical cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=30007986"" target=""_blank"">30007986</a>",N/A
human,circRNA904,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:18402840|18403811,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA"" target=""_blank"">LDHA</a>",Esophageal squamous cell carcinoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA9227,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr9:134690912|134701333,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=COL5A1"" target=""_blank"">COL5A1</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA9652,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:20621296|20654205,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE3A"" target=""_blank"">PDE3A</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>","hsa-miR-134-3p,hsa-miR-149-5p,hsa-miR-504-5p,hsa-miR-339-5p,hsa-miR-329-5p"
human,circRNA9656,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:53016473|53022627,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4B"" target=""_blank"">EIF4B</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA9658,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr12:64424599|64445131,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=XPOT"" target=""_blank"">XPOT</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",miR-130a-3p
human,circRNA9671,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr11:32097144|32098528,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN1"" target=""_blank"">RCN1</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA9771,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr14:69975715|70023447,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOC1"" target=""_blank"">SMOC1</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA9777,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr19:16081913|16093753,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM4"" target=""_blank"">TPM4</a>",Esophageal squamous cell carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29218114"" target=""_blank"">29218114</a>",N/A
human,circRNA-chr19,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr19: 30547942|30549514,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF536"" target=""_blank"">ZNF536</a>",Ebola virus disease,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29209594"" target=""_blank"">29209594</a>",N/A
human,circRNA-DLEU2/hsa_circ_0000488,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr13:50680743|50681192,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU2"" target=""_blank"">DLEU2</a>",Acute myeloid leukemia,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=30037980"" target=""_blank"">30037980</a>",N/A
human,circRNA-MSR/hsa_circ_0005567,"<a href=""./circ_detail.php?ID=hsa-EPS15_000006"">hsa-EPS15_000006</a>",chr1:51868107|51874004,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15"" target=""_blank"">EPS15</a>",Osteoarthritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28624198"" target=""_blank"">28624198</a>",N/A
human,circRTN4,"<a href=""./circ_detail.php?ID=hsa-RTN4_000001"">hsa-RTN4_000001</a>",chr2:55209651|55214834,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=RTN4"" target=""_blank"">RTN4</a>",Colon cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27892494"" target=""_blank"">27892494</a>",N/A
human,circ-SHKBP1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SHKBP1"" target=""_blank"">SHKBP1</a>",Glioblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499945"" target=""_blank"">29499945</a>","miR-151a-3p,miR-215-3p,miR-489-3p,miR-320b,miR-320a"
human,circSLC8A1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr2:40428473|40430301,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8A1"" target=""_blank"">SLC8A1</a>",Cardiovascular disease,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28676412"" target=""_blank"">28676412</a>",N/A
human,CircSLC8A1-1,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr3:179113875|179137293,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8A1"" target=""_blank"">SLC8A1</a>",Heart disease,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28082450"" target=""_blank"">28082450</a>",N/A
human,circSMARC1A,"<a href=""./circ_detail.php?ID=hsa-SMARCA5_000036"">hsa-SMARCA5_000036</a>",chr4:144464662|144465125,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"" target=""_blank"">SMARCA5</a>",Colon cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27892494"" target=""_blank"">27892494</a>",N/A
human,circSMARCA5/hsa_circ_0001445,"<a href=""./circ_detail.php?ID=hsa-SMARCA5_000036"">hsa-SMARCA5_000036</a>",chr4:144464662|144465125,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"" target=""_blank"">SMARCA5</a>",Glioblastoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29415469"" target=""_blank"">29415469</a>",N/A
human,circSMARCA5/hsa_circ_0001445,"<a href=""./circ_detail.php?ID=hsa-SMARCA5_000036"">hsa-SMARCA5_000036</a>",chr4:144464662|144465125,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"" target=""_blank"">SMARCA5</a>",Hepatocellular carcinoma,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29378234"" target=""_blank"">29378234</a>",N/A
human,circSMARCA5/hsa_circ_0001445,"<a href=""./circ_detail.php?ID=hsa-SMARCA5_000036"">hsa-SMARCA5_000036</a>",chr4:144464662|144465125,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"" target=""_blank"">SMARCA5</a>",Prostate cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28765045"" target=""_blank"">28765045</a>",N/A
human,circSP100/hsa_circ_0003922,"<a href=""./circ_detail.php?ID=hsa-SP100_000001"">hsa-SP100_000001</a>",chr2:231307652|231314970,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=SP100"" target=""_blank"">SP100</a>",Lupus nephritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499937"" target=""_blank"">29499937</a>",N/A
human,circTCF25/hsa_circ_0041103,"<a href=""./circ_detail.php?ID=hsa-TCF25_000020"">hsa-TCF25_000020</a>",chr16:89962398|89967202,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF25"" target=""_blank"">TCF25</a>",Bladder cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27484176"" target=""_blank"">27484176</a>",N/A
human,circTRIM24/hsa_circ_0082582,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",chr7:138203933|138255748,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM24"" target=""_blank"">TRIM24</a>",Bladder cancer,Downregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29156822"" target=""_blank"">29156822</a>",miR-497
human,circTTBK2/hsa_circ_0000594/hsa_circ_000850,"<a href=""./circ_detail.php?ID=hsa-TTBK2_000001"">hsa-TTBK2_000001</a>",chr15:43120126|43164956,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=TTBK2"" target=""_blank"">TTBK2</a>",Glioblastoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=27484176"" target=""_blank"">27484176</a>",N/A
human,circUBAP2,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2"" target=""_blank"">UBAP2</a>",Lung cancer,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28977896"" target=""_blank"">28977896</a>",N/A
human,circUBAP2,"<a href=""./circ_detail.php?ID=N/A"">N/A</a>",N/A,N/A,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2"" target=""_blank"">UBAP2</a>",Osteosarcoma,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=28977896"" target=""_blank"">28977896</a>",N/A
human,circUBR5/hsa_circ_0001819/hsa_circ_000479,"<a href=""./circ_detail.php?ID=hsa-UBR5_000161"">hsa-UBR5_000161</a>",chr8:103372299|103373854,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"" target=""_blank"">UBR5</a>",Non-small cell lung cancer,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499937"" target=""_blank"">29499937</a>",N/A
human,circUBR5/hsa_circ_0001819/hsa_circ_000479,"<a href=""./circ_detail.php?ID=hsa-UBR5_000161"">hsa-UBR5_000161</a>",chr8:103372299|103373854,-,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"" target=""_blank"">UBR5</a>",Lupus nephritis,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29499937"" target=""_blank"">29499937</a>","miR-455-3p,let-7g-5p,miR-876-3p,miR-661,miR-323a-5p"
human,circularRNA100783/hsa_circ_0008887,"<a href=""./circ_detail.php?ID=hsa-HIPK3_000018"">hsa-HIPK3_000018</a>",chr11:33307958|33350179,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIPK3"" target=""_blank"">HIPK3</a>",Immunosenescence,Upregulated,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=26451160"" target=""_blank"">26451160</a>",N/A
human,circularRNA-ZRANB1,"<a href=""./circ_detail.php?ID=hsa-ZRANB1_000020"">hsa-ZRANB1_000020</a>",chr10:126631025|126631876,+,"<a href=""http://www.genecards.org/cgi-bin/carddisp.pl?gene=ZRANB1"" target=""_blank"">ZRANB1</a>",Glaucoma-induced retinal neurodegeneration,N/A,"<a href=""https://www.ncbi.nlm.nih.gov/pubmed/?term=29748605"" target=""_blank"">29748605</a>",miR-512-5p
